id,name,shortDescription,tier,locationLon,locationLat,xps,Visits,Likes,Dislikes,Bookmarks,main_image_path,image_path_local,image_exists,categories_list,tags_list,engagement_score,engagement_label
01efb07c-34cb-489b-8078-e1e3fb9c5407,Palacio de Liria,¡Descubre el Palacio de Liria! Admira su arquitectura noble y su impresionante colección de arte. ¡Un viaje al siglo XVIII!,1,-3.712636145349408,40.42683759373693,900.0,10004.0,8267.0,70.0,2378.0,data_main/01efb07c-34cb-489b-8078-e1e3fb9c5407/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\01efb07c-34cb-489b-8078-e1e3fb9c5407\main.jpg,True,"['Arquitectura', 'Cultura', 'Historia']","['Arquitectura', 'Arte', 'Cultura', 'Historia', 'Jardines', 'Madrid', 'Mobiliario histórico', 'Nobleza', 'Reconstrucción', 'Siglo XVIII']",31.62919704692238,1
023fc1bf-a1cd-4b9f-af78-48792ab1a294,Museo del Traje. Centro de Investigación del Patrimonio Etnológico (CIPE),"El Museo del Traje de Madrid, fundado en 2004, es una joven institución que ofrece un recorrido histórico por la moda y el vestuario, desde la antigüedad hasta la actualidad.",1,-3.727822373257623,40.43966478861165,500.0,10020.0,915.0,2896.0,143.0,data_main/023fc1bf-a1cd-4b9f-af78-48792ab1a294/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\023fc1bf-a1cd-4b9f-af78-48792ab1a294\main.jpg,True,"['Cultura', 'Patrimonio']",[],17.911337873245493,0
02812142-c94b-4af9-9fe7-155323924e25,Los huesos de Buda,¡Descubre los huesos de Buda! Un hallazgo arqueológico milenario que ilumina la historia y espiritualidad del budismo.,1,114.58284372023776,38.14240130157928,1000.0,10011.0,910.0,3249.0,107.0,data_main/02812142-c94b-4af9-9fe7-155323924e25/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\02812142-c94b-4af9-9fe7-155323924e25\main.jpg,True,"['Ciencia', 'Cultura', 'Historia', 'Misterio']","['Asia', 'Huesos', 'Orientales', 'Reliquias']",17.20982288658249,0
029ecec3-11c4-49ce-b3c0-0ba911578f80,Templo de Debod,"Fascinante, ¿qué hace aquí un antiguo templo egipcio? La historia se fusiona con la modernidad, transportando a los visitantes al corazón de la civilización faraónica.",1,-3.7168897187354406,40.42427471312992,500.0,10005.0,2346.0,938.0,453.0,data_main/029ecec3-11c4-49ce-b3c0-0ba911578f80/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\029ecec3-11c4-49ce-b3c0-0ba911578f80\main.jpg,True,"['Arquitectura', 'Historia', 'Patrimonio']",[],23.21590035658852,1
02cbbb29-0a64-400a-a623-7af4f5ca5088,Busto de Ramón María del Valle-Inclán,Rinde homenaje a Valle-Inclán en Madrid. Descubre su legado literario y su presencia eterna en la ciudad.,2,-3.769967015074472,40.3807270904772,700.0,10014.0,513.0,10169.0,278.0,data_main/02cbbb29-0a64-400a-a623-7af4f5ca5088/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\02cbbb29-0a64-400a-a623-7af4f5ca5088\main.jpg,True,"['Cultura', 'Escultura', 'Historia']","['Arte', 'Comunidad', 'Cultura', 'Escritor', 'Escultura', 'Estatua', 'Historia', 'Homenaje', 'Latina', 'Literatura', 'Madrid', 'Valle-inclán', 'Águilas']",16.822632417535434,0
0383b506-5ce7-4e6b-9002-b8a5d6572f05,Ernestina Manuel de Villena,"Ernestina M. de Villena: Filántropa del siglo XIX, transformó vidas de huérfanos en Madrid. Su legado inspira generaciones.",2,-3.717824681166584,40.48245495343956,600.0,10018.0,8865.0,104.0,2288.0,data_main/0383b506-5ce7-4e6b-9002-b8a5d6572f05/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\0383b506-5ce7-4e6b-9002-b8a5d6572f05\main.jpg,True,"['Cultura', 'Historia', 'Patrimonio']","['Aristocracia', 'Compasión', 'Conmemoración', 'Educación', 'Estatua', 'Filantropía', 'Fuencarral-el pardo', 'Historia', 'La salle', 'Legado', 'Madrid', 'Orfanato', 'Peña grande']",31.30079796267243,1
03931736-9127-4aae-9c69-600690b5ac54,Skellig Michael,"¡Explora Skellig Michael! Un monasterio remoto, belleza escarpada y escenario de Star Wars. ¡Una joya histórica en Irlanda!",1,-10.536717037024346,51.77279034078592,1000.0,10009.0,8313.0,95.0,2683.0,data_main/03931736-9127-4aae-9c69-600690b5ac54/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\03931736-9127-4aae-9c69-600690b5ac54\main.jpg,True,"['Cultura', 'Historia', 'Misterio', 'Patrimonio']","['Escalinata', 'Isla', 'Monasterio', 'Naturaleza', 'Paleocristiano', 'Star Wars']",31.58000601241779,1
03998931-a8de-4585-8f6b-0dc727e2a192,Monumento a Ruperto Chapí,¡Visita el Monumento a Ruperto Chapí en el Retiro! Un tributo artístico al legado musical del célebre compositor español.,2,-3.681440293157008,40.41978743788123,600.0,10011.0,378.0,3363.0,107.0,data_main/03998931-a8de-4585-8f6b-0dc727e2a192/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\03998931-a8de-4585-8f6b-0dc727e2a192\main.jpg,True,"['Cultura', 'Escultura', 'Historia']","['Arte', 'Compositor', 'Cultura', 'Escultura', 'Grupo escultórico', 'Historia', 'Jerónimos', 'Legado', 'Madrid', 'Música', 'Parque del retiro', 'Retiro', 'Zarzuela']",15.421333756458372,0
03c5c1a2-0827-491e-82ba-5ce9c24bd4b7,Pabellón de Esquina de la Residencia de Señoritas,Descubre el Pabellón de esquina: una joya del racionalismo arquitectónico en Madrid. ¡Un oasis de modernidad y tranquilidad!,2,-3.6907052671427607,40.4347685298448,600.0,10010.0,453.0,2885.0,124.0,data_main/03c5c1a2-0827-491e-82ba-5ce9c24bd4b7/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\03c5c1a2-0827-491e-82ba-5ce9c24bd4b7\main.jpg,True,"['Arquitectura', 'Cultura', 'Historia']","['Arniches', 'Arquitectura moderna', 'Arquitectura racionalista', 'Fachadas funcionales', 'Interiores funcionales', 'Jardín', 'Junta de Ampliación de Estudios', 'Madrid', 'Modernidad', 'Rehabilitación']",16.228055073208353,0
04042e2c-65d2-4202-a315-e89e9f4b66dc,Vila de Cambados,¡Visita Cambados! Historia fenicia y vino excepcional en un destino turístico encantador. Ciudad Europea del Vino 2017.,1,-8.813055555555556,42.5135,1000.0,10011.0,1688.0,6996.0,471.0,data_main/04042e2c-65d2-4202-a315-e89e9f4b66dc/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\04042e2c-65d2-4202-a315-e89e9f4b66dc\main.jpg,True,"['Cultura', 'Gastronomía', 'Historia']","['Cultura', 'Destino turístico', 'Fenicios', 'Galicia', 'Historia', 'Mirador', 'Paisaje', 'Patrimonio', 'Turismo', 'Vino']",20.627389953178728,1
045d3b2e-4dd5-4da1-a294-ea9ee22f64e4,Monumento a la Constitución Española de 1978,"El Monumento a la Constitución Española, conocido como ""El Cubo"", es una obra escultórica ubicada en Madrid que rinde homenaje a la Constitución de 1978.",2,-3.690812349242732,40.4409458682937,250.0,10011.0,323.0,8778.0,366.0,data_main/045d3b2e-4dd5-4da1-a294-ea9ee22f64e4/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\045d3b2e-4dd5-4da1-a294-ea9ee22f64e4\main.jpg,True,"['Escultura', 'Historia', 'Patrimonio']",[],16.594977855905505,0
0464f526-a2df-4d81-956b-34426e6bb3e0,Palacio Marqués de Villamejor,Descubre el Palacio Marqués de Villamejor: una joya neoclásica llena de historia y elegancia en el corazón de Madrid.,2,-3.690961221037852,40.42637058868903,700.0,10017.0,903.0,2739.0,136.0,data_main/0464f526-a2df-4d81-956b-34426e6bb3e0/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\0464f526-a2df-4d81-956b-34426e6bb3e0\main.jpg,True,"['Arquitectura', 'Historia', 'Patrimonio']","['Arquitectura neoclásica', 'Gobierno', 'Historia', 'Interiores', 'Madrid', 'Marqués de Villamejor', 'Neoclasicismo', 'Patrimonio', 'Restauración', 'Turismo']",17.840942061537877,0
046e9973-5f03-462f-ad3b-c80491d14403,Entrada al Arroyo de Antequina,¡Descubre la Entrada al arroyo de Antequina! Un tesoro arquitectónico del siglo XVIII en la Casa de Campo de Madrid.,2,-3.762097422985464,40.448713343630445,700.0,10025.0,8821.0,87.0,2719.0,data_main/046e9973-5f03-462f-ad3b-c80491d14403/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\046e9973-5f03-462f-ad3b-c80491d14403\main.jpg,True,"['Arquitectura', 'Historia', 'Patrimonio']","['Arquitectura', 'Casa de campo', 'Conservación', 'Distrito', 'Francisco sabatini', 'Historia', 'Ingeniería', 'Madrid', 'Naturaleza', 'Patrimonio', 'Puente, construcción civil', 'Realeza']",31.812679514887513,1
047fda89-e949-41b7-af1f-df07acfa8159,La Biblioteca de Investigación de las Artes de la Conjuración,"¡Descubre la Biblioteca de Conjuración! Un tesoro literario mágico en Manhattan, repleto de secretos ocultos y maravillas históricas.",1,-73.987393,40.746331,1000.0,10014.0,734.0,2807.0,108.0,data_main/047fda89-e949-41b7-af1f-df07acfa8159/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\047fda89-e949-41b7-af1f-df07acfa8159\main.jpg,True,"['Ciencia', 'Cultura', 'Historia', 'Misterio']","['Biblioteca', 'Conjuración', 'Edificios', 'Investigación', 'Magia']",16.94516880976324,0
04af6b3c-e694-4fec-a173-3dd97085437d,Edificio Telefónica,"¡Descubre el Edificio Telefónica en Gran Vía! Fusión de modernidad y tradición, un ícono arquitectónico y cultural de Madrid.",2,-3.702045729504309,40.42021381353114,700.0,10005.0,7263.0,2303.0,1444.0,data_main/04af6b3c-e694-4fec-a173-3dd97085437d/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\04af6b3c-e694-4fec-a173-3dd97085437d\main.jpg,True,"['Arquitectura', 'Cultura', 'Historia']","['Arquitectura', 'Centro cultural', 'Colaboración', 'Gran Vía', 'Historia', 'Madrid', 'Materiales', 'Modernidad', 'Tecnología', 'Tradición']",26.893434067851583,1
04be145b-f73e-41aa-9332-d1702684dc53,El bosque de Dartmoor,"Explora Dartmoor, el misterioso páramo que inspiró ""El sabueso de los Baskerville"". ¡Descubre su atmósfera única y literaria!",1,-3.901604700000007,50.5806266,1000.0,10006.0,2602.5,1233.0,649.75,data_main/04be145b-f73e-41aa-9332-d1702684dc53/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\04be145b-f73e-41aa-9332-d1702684dc53\main.jpg,True,"['Cultura', 'Historia', 'Misterio', 'Ocio']","['Bestia', 'Naturaleza', 'Perro', 'Sherlock Holmes']",23.87021886026254,1
04c4b257-4285-411a-a07a-9987378d993e,El monasterio de Sinaia,"¡Visita el Monasterio de Sinaia! Un tesoro histórico y espiritual en Rumanía, con frescos y reliquias únicas.",1,25.54939139695898,45.35537398351872,1000.0,10005.0,8128.0,86.0,2670.0,data_main/04c4b257-4285-411a-a07a-9987378d993e/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\04c4b257-4285-411a-a07a-9987378d993e\main.jpg,True,"['Arquitectura', 'Historia', 'Misterio', 'Patrimonio']","['Biblia', 'Bizantino', 'Iglesias', 'Monte Sinaí', 'Ortodoxo']",31.623629743070524,1
04fa9dc2-f2a8-4254-9100-99c3594f1497,"Escultura ""Colegiales""","¡Admira ""Colegiales""! Un tributo artístico a la vida escolar, inspirando educación y camaradería en el colegio Juan Sebastián Elcano.",3,-3.704719649535845,40.38918824660656,500.0,10017.0,409.0,3808.0,130.0,data_main/04fa9dc2-f2a8-4254-9100-99c3594f1497/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\04fa9dc2-f2a8-4254-9100-99c3594f1497\main.jpg,True,"['Cultura', 'Escultura', 'Historia']","['Aprendizaje', 'Arte', 'Colegial', 'Comunidad educativa', 'Conocimiento', 'Educación', 'Escultura', 'Estudiantes', 'Grupo escultórico', 'Homenaje', 'Moscardó', 'Reflexión', 'Usera']",15.840621687799798,0
051834d5-3a83-4d91-a654-7f3c647dd8c0,Escultura de Luis Guillermo Schultz Schreizer,"Admira la escultura de Schultz Schreizer, homenaje a un pionero de la minería en España, obra maestra de Fructuoso Orduna.",2,-3.700373464615154,40.44209227424258,600.0,10012.0,193.0,3262.0,140.0,data_main/051834d5-3a83-4d91-a654-7f3c647dd8c0/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\051834d5-3a83-4d91-a654-7f3c647dd8c0\main.jpg,True,"['Cultura', 'Escultura', 'Historia']","['Arte', 'Chamberi', 'Cultura', 'Educación', 'Escultura', 'Estatua', 'Fructuoso orduna', 'Historia', 'Ingeniería de minas', 'Intercambio cultural', 'Luis guillermo schultz', 'Madrid', 'Rios rosas']",14.645743684216624,0
054ed717-e497-4a6f-a6f7-c296cfbb71d6,Estatua de Ordoño I,"Admira la estatua de Ordoño I, símbolo de valentía y legado histórico en el corazón de Madrid.",2,-3.711735269622898,40.41877607529163,600.0,10018.0,153.0,3790.0,138.0,data_main/054ed717-e497-4a6f-a6f7-c296cfbb71d6/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\054ed717-e497-4a6f-a6f7-c296cfbb71d6\main.jpg,True,"['Cultura', 'Escultura', 'Historia']","['Arte', 'Centro', 'Cultura', 'Escultura', 'Estatua', 'Herencia cultural', 'Historia', 'Madrid', 'Ordoño i', 'Palacio', 'Patrimonio', 'Realeza', 'Siglo xviii']",14.005527597887122,0
0561f524-090d-479d-93c7-0b534db50650,Monumento al Libro y sus Creadores,¡Visita el monumento al libro! Un tributo a la literatura y sus creadores en el corazón cultural de Madrid.,1,-3.690896360408497,40.42348808542784,800.0,10018.0,299.0,3172.0,111.0,data_main/0561f524-090d-479d-93c7-0b534db50650/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\0561f524-090d-479d-93c7-0b534db50650\main.jpg,True,"['Cultura', 'Escultura', 'Patrimonio']","['Arquitectura', 'Arte', 'Conocimiento', 'Cultura', 'Ferias', 'Grupo escultórico', 'Libros', 'Literatura', 'Madrid', 'Monumento', 'Patrimonio', 'Recoletos', 'Salamanca']",15.085189542634211,0
05756cfb-35a2-4214-a56c-0f9dde40687c,Restos mitraicos en el Museo Nacional de Hungría,Descubre los misteriosos restos mitraicos en el Museo Nacional de Hungría. Un tesoro oculto de historia y culto antiguo.,1,19.0624765,47.4911983,1000.0,10003.0,23719.0,205.0,7936.0,data_main/05756cfb-35a2-4214-a56c-0f9dde40687c/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\05756cfb-35a2-4214-a56c-0f9dde40687c\main.jpg,True,"['Cultura', 'Historia', 'Misterio']","['Mitra', 'Mitraísmo', 'Museos', 'Tauroctonía']",35.08153790861487,1
05e629dc-1bde-4078-8898-730c039f4ab0,Casa Amadeo - Los Caracoles,"Casa Amadeo, fundada en 1942, es un templo de la gastronomía castiza en Madrid, famoso por sus caracoles en salsa, un platillo icónico que atrae a locales y curiosos por igual.",1,-3.707461754435032,40.41051539606835,500.0,10025.0,8485.0,93.0,2595.0,data_main/05e629dc-1bde-4078-8898-730c039f4ab0/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\05e629dc-1bde-4078-8898-730c039f4ab0\main.jpg,True,['Gastronomía'],"['castizo', 'tapas']",31.57573967435836,1
06087d9d-2bc1-49ef-9498-235c396d6ecd,Vila de Viveiro,"¡Explora Viveiro! Historia milenaria, paisajes diversos y un centro urbano lleno de monumentos y plazas escondidas.",1,-7.594333333333333,43.66444444444444,1000.0,10014.0,2952.0,1524.0,610.0,data_main/06087d9d-2bc1-49ef-9498-235c396d6ecd/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\06087d9d-2bc1-49ef-9498-235c396d6ecd\main.jpg,True,"['Arquitectura', 'Cultura', 'Historia']","['Arquitectura', 'Costa', 'Cultura', 'Historia', 'Monumentos', 'Naturaleza', 'Paisaje', 'Plazas', 'Turismo', 'Viveiro']",23.784557804814504,1
060c7567-ef4a-4f09-9607-a4e3c2d4ad5c,Londinum Mithraeum,¡Explora el Londinum Mithraeum! Descubre el misterio del culto a Mitra en un templo romano único en Londres.,1,-0.0906299000000672,51.51230588484592,1000.0,10015.833333333334,933.3333333333334,2489.8333333333335,171.0,data_main/060c7567-ef4a-4f09-9607-a4e3c2d4ad5c/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\060c7567-ef4a-4f09-9607-a4e3c2d4ad5c\main.jpg,True,"['Cultura', 'Historia', 'Misterio', 'Patrimonio']","['Londinum', 'Mitra', 'Mitraísmo', 'Religiones mistéricas', 'Serapis', 'Yacimientos']",18.457288445653262,0
06181b90-58e4-40fe-bd3e-a0b4e96f0873,Monumento a Elena Fortún,"Descubre a Elena Fortún, pionera feminista y autora de Celia. Su legado literario y social sigue inspirando generaciones.",1,-3.727153502688964,40.43267440621962,800.0,10013.0,3341.0,1097.0,576.0,data_main/06181b90-58e4-40fe-bd3e-a0b4e96f0873/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\06181b90-58e4-40fe-bd3e-a0b4e96f0873\main.jpg,True,"['Cultura', 'Historia', 'Patrimonio']","['Celia', 'Distrito', 'Feminismo', 'Grupo escultórico', 'Guerra civil española', 'Igualdad de género', 'Ii república española', 'Justicia social', 'Legado literario', 'Literatura infantil', 'Madrid', 'Monumento']",24.246023177479877,1
06beafaa-2a36-4f66-831b-507b860d1e79,Vila de Mondoñedo,¡Visita Vila de Mondoñedo! Descubre su catedral Patrimonio de la Humanidad y su rica cultura en el Camino de Santiago.,1,-7.362888888888889,43.42791666666666,1000.0,10007.0,2464.0,1118.0,478.0,data_main/06beafaa-2a36-4f66-831b-507b860d1e79/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\06beafaa-2a36-4f66-831b-507b860d1e79\main.jpg,True,"['Cultura', 'Historia', 'Patrimonio']","['Arquitectura', 'Camino de Santiago', 'Catedral', 'Conjunto Histórico-Artístico', 'Cultura castreña', 'Galicia', 'Historia', 'Patrimonio de la Humanidad', 'Peregrinación', 'Turismo religioso']",23.245889672500173,1
06c561e7-5cf8-420e-8d5d-462932bfc896,Palacio del Duque de Uceda o Palacio de Consejos,Descubre el Palacio del Duque de Uceda: una joya del siglo XVII en el corazón de Madrid. ¡Historia y arquitectura en su esplendor!,1,-3.712927052732882,40.414975858382746,800.0,10012.0,3403.0,982.0,657.0,data_main/06c561e7-5cf8-420e-8d5d-462932bfc896/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\06c561e7-5cf8-420e-8d5d-462932bfc896\main.jpg,True,"['Arquitectura', 'Historia', 'Patrimonio']","['Arquitectura', 'Arquitectura palaciega', 'Convento', 'Historia', 'Madrid', 'Monarquía', 'Patrimonio', 'Política', 'Restauración', 'Turismo']",24.656123603816944,1
06cbec5c-f9fa-4ad7-aacf-5c1ced963097,Cementerio de La Recoleta,"El Cementerio de la Recoleta, inaugurado en 1822, es un emblemático camposanto de Buenos Aires, reconocido por su arquitectura y por albergar las tumbas de destacadas personalidades argentinas.",2,-58.392913026565566,-34.58742946259159,250.0,10014.0,2313.0,957.0,632.0,data_main/06cbec5c-f9fa-4ad7-aacf-5c1ced963097/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\06cbec5c-f9fa-4ad7-aacf-5c1ced963097\main.jpg,True,"['Cultura', 'Misterio']",['Cementerio'],23.832518693849714,1
073aae6c-d37a-4c7d-a787-9ad128e4d10b,Francisco de Asís de Borbón,"Descubre la vida de Francisco de Asís de Borbón, un rey honorífico en tiempos de cambio y transformación en España.",2,-3.719998772058356,40.41884303920882,600.0,10013.0,2628.0,1106.0,495.0,data_main/073aae6c-d37a-4c7d-a787-9ad128e4d10b/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\073aae6c-d37a-4c7d-a787-9ad128e4d10b\main.jpg,True,"['Cultura', 'Historia', 'Patrimonio']","['Centro', 'Cultura', 'España', 'Estatua', 'Exilio', 'Familia', 'Historia', 'Legado', 'Palacio', 'Política', 'Realeza', 'Revolución']",23.45539541842345,1
073d93c9-fb92-4bbf-a453-5358033df658,Cabo York,"¡Explora Cabo York! Un paraíso natural en Australia, lleno de belleza y aventura. ¡Cuidado con su fascinante fauna!",1,142.53211622392575,-10.687855036954002,1000.0,10021.0,686.0,2586.0,133.0,data_main/073d93c9-fb92-4bbf-a453-5358033df658/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\073d93c9-fb92-4bbf-a453-5358033df658\main.jpg,True,"['Ciencia', 'Misterio', 'Naturaleza', 'Ocio']","['Naturaleza', 'medusas', 'serpiente', 'tiburón', 'veneno']",17.30522849104041,0
