id,name,shortDescription,tier,locationLon,locationLat,xps,Visits,Likes,Dislikes,Bookmarks,main_image_path,image_path_local,image_exists,categories_list,tags_list,engagement_score,engagement_label,num_categories,num_tags
1d62fd51-5939-462d-a350-21f7d088f37e,Viviendas para José María Escriña,Descubre las Viviendas para José María Escriña: un tesoro arquitectónico de la Gran Vía con detalles Art Decó y elegancia clásica.,2,-3.710575126386881,40.422783222706194,600.0,10007.0,2668.0,1157.0,518.0,data_main/1d62fd51-5939-462d-a350-21f7d088f37e/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\1d62fd51-5939-462d-a350-21f7d088f37e\main.jpg,True,"['Arquitectura', 'Historia', 'Patrimonio']","['Arquitectura', 'Decoración', 'Estilo Decó', 'Funcionalidad', 'Gran Vía', 'Historia', 'Patrimonio', 'Reforma', 'Residencial', 'Urbanismo']",23.531061420044573,1,3,10
92dea0a8-eaf3-42a1-9128-900f8b58cf51,Sagrado Corazón de Jesús,"Contempla el Sagrado Corazón de Jesús, un símbolo de fe y esperanza en un entorno de paz y reflexión.",1,-3.7455093184725374,40.38800328931783,800.0,10007.0,8214.0,117.0,2297.0,data_main/92dea0a8-eaf3-42a1-9128-900f8b58cf51/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\92dea0a8-eaf3-42a1-9128-900f8b58cf51\main.jpg,True,"['Cultura', 'Historia', 'Patrimonio']","['Aluche', 'Cultura', 'Ejército', 'Espiritualidad', 'Estatua', 'Fe', 'Historia', 'Jardines', 'Latina', 'Madrid', 'Monumento', 'Religión', 'Tradición']",31.03912336633116,1,3,13
1a12b2f3-9f5b-420e-8db1-a8fea0b12936,Palacio Arzobispal,"Descubre el Palacio Arzobispal, un tesoro barroco en Madrid. Historia, elegancia y cultura en cada rincón. ¡Visítalo!",1,-3.708725516958897,40.4139026548871,800.0,10012.0,2653.0,6974.0,293.0,data_main/1a12b2f3-9f5b-420e-8db1-a8fea0b12936/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\1a12b2f3-9f5b-420e-8db1-a8fea0b12936\main.jpg,True,"['Arquitectura', 'Historia', 'Patrimonio']","['Arquitectura', 'Arquitectura barroca', 'Cultura', 'Historia', 'Madrid', 'Patrimonio', 'Religión', 'Residencia', 'Turismo', 'Usos múltiples']",20.587628239699054,1,3,10
f0041c8b-d248-4c8c-b202-c653e3a97324,Puente de Toledo,¡Descubre el Puente de Toledo! Admira su barroca belleza y camina por siglos de historia madrileña.,2,-3.7157588747442656,40.39779539202881,700.0,10005.0,8087.0,158.0,2482.0,data_main/f0041c8b-d248-4c8c-b202-c653e3a97324/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\f0041c8b-d248-4c8c-b202-c653e3a97324\main.jpg,True,"['Arquitectura', 'Historia', 'Patrimonio']","['Arquitectura barroca', 'Conexión', 'Cultura', 'Historia', 'Madrid', 'Patrimonio', 'Puente', 'Religión', 'Restauración', 'Turismo']",30.864549938208754,1,3,10
94184820-9a04-41fa-b7e2-aa8f417c4990,"Estatua ""El Lector""","¡Descubre ""El Lector""! Un homenaje literario en Madrid que conecta historia y cultura. Inspírate en su silenciosa lectura.",2,-3.7096815781345738,40.41403192602032,600.0,10010.0,422.0,3732.0,82.0,data_main/94184820-9a04-41fa-b7e2-aa8f417c4990/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\94184820-9a04-41fa-b7e2-aa8f417c4990\main.jpg,True,"['Cultura', 'Escultura', 'Historia']","['Arte', 'Biblioteca', 'Centro', 'Cultura', 'Escultura', 'Estatua', 'Historia', 'Homenaje', 'Literatura', 'Madrid', 'Palacio', 'Tradición', 'Transformación urbana']",15.01031803662604,0,3,13
a820f10f-99f6-4e2a-8949-d7edf79e1207,Estatua Ecuestre de Felipe IV en la Plaza de Oriente,"Admira la estatua de Felipe IV en Plaza de Oriente, un símbolo de poder y arte que desafía el tiempo.",1,-3.7122020764109696,40.41833175779973,800.0,10006.0,433.0,3011.0,107.0,data_main/a820f10f-99f6-4e2a-8949-d7edf79e1207/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\a820f10f-99f6-4e2a-8949-d7edf79e1207\main.jpg,True,"['Cultura', 'Escultura', 'Historia']","['Arte', 'Centro', 'Colaboración artística', 'Cultura', 'Escultura', 'Estatua', 'Historia', 'Logro técnico', 'Madrid', 'Monarquía', 'Palacio', 'Patrimonio', 'Simbolismo']",15.802751965302079,0,3,13
a5e4d1a6-bab1-4be1-b2f5-acaf098a3d65,Monumento a José Cubero 'Yiyo',Rinde homenaje a Yiyo en Las Ventas. Un emotivo tributo al joven torero que dejó huella en la tauromaquia.,2,-3.664690887998065,40.430233472596406,700.0,10016.0,141.0,3598.0,150.0,data_main/a5e4d1a6-bab1-4be1-b2f5-acaf098a3d65/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\a5e4d1a6-bab1-4be1-b2f5-acaf098a3d65\main.jpg,True,"['Cultura', 'Escultura', 'Historia']","['Arte', 'Cultura', 'Escultura', 'Grupo escultórico', 'Guindalera', 'Historia', 'Homenaje', 'Madrid', 'Monumento', 'Reflexión', 'Salamanca', 'Tauromaquia', 'Tradición']",14.06081221290628,0,3,13
12803406-e0d2-494a-a58f-64ce2b2ddda4,El castillo de Donnafugata,¡Explora el Castillo de Donnafugata! Un refugio legendario en Sicilia con un jardín laberíntico lleno de misterio y encanto.,1,14.56449090000001,36.8810019,1000.0,10011.0,8245.0,111.0,2320.0,data_main/12803406-e0d2-494a-a58f-64ce2b2ddda4/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\12803406-e0d2-494a-a58f-64ce2b2ddda4\main.jpg,True,"['Arquitectura', 'Cultura', 'Historia', 'Misterio']","['Blanca de Navarra', 'Castillos', 'Palacio', 'Torre']",31.11885988092539,1,4,4
34e5aa39-2b7e-451f-9de4-3c1618cc05b8,Castro e aldea de Vil,¡Explora Castro e aldea de Vilar! Descubre su encanto histórico entre castaños centenarios y arquitectura de pizarra única.,1,-7.232833333333334,42.55108333333333,1000.0,10010.0,725.0,2781.0,105.0,data_main/34e5aa39-2b7e-451f-9de4-3c1618cc05b8/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\34e5aa39-2b7e-451f-9de4-3c1618cc05b8\main.jpg,True,"['Arquitectura', 'Historia', 'Patrimonio']","['Aldea', 'Arqueología', 'Arquitectura tradicional', 'Callejuelas', 'Castaños', 'Castro', 'Entorno natural', 'Pizarra', 'Prehistoria', 'Rural']",16.87391278724521,0,3,10
f80bb779-a54d-4071-b04b-891a0d4153db,Escultura de Andrés Eloy Blanco,"¡Descubre el legado de Andrés Eloy Blanco! Poeta y humanista venezolano, su espíritu vive en Madrid.",2,-3.68268271082356,40.41559090108321,700.0,10010.0,294.0,3595.0,90.0,data_main/f80bb779-a54d-4071-b04b-891a0d4153db/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\f80bb779-a54d-4071-b04b-891a0d4153db\main.jpg,True,"['Cultura', 'Escultura', 'Historia']","['Cultura', 'Escultura', 'España', 'Estatua', 'Exilio', 'Historia', 'Jerónimos', 'Justicia', 'Literatura', 'Poesía', 'Política', 'Retiro', 'Venezuela']",14.510952271976699,0,3,13
49c017f9-a6c1-4396-aaf4-f19fd78eff6c,Palacio Real,"El Palacio Real de Madrid, previamente el Alcázar, fue el hogar de las Reinas y las mujeres más poderosas de la historia de España. ",1,-3.7132442586370416,40.41841400008785,500.0,10012.0,785.0,2841.0,105.0,data_main/49c017f9-a6c1-4396-aaf4-f19fd78eff6c/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\49c017f9-a6c1-4396-aaf4-f19fd78eff6c\main.jpg,True,"['Historia', 'Patrimonio']",[],17.011438346352453,0,2,0
2b6b5a99-ab91-4729-8224-36334b6542f9,Banco Mercantil e Industrial,"Descubre el Banco Mercantil e Industrial, la última joya de Antonio Palacios. ¡Innovación y tradición en pleno Madrid!",2,-3.698402986652329,40.41869521906811,600.0,10017.0,3026.0,1155.0,581.0,data_main/2b6b5a99-ab91-4729-8224-36334b6542f9/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\2b6b5a99-ab91-4729-8224-36334b6542f9\main.jpg,True,"['Arquitectura', 'Historia', 'Patrimonio']","['Antonio Palacios', 'Arquitectura', 'Banca', 'Historia', 'Innovación', 'Madrid', 'Materiales', 'Patrimonio', 'Rehabilitación', 'Vanguardia']",24.013909152753378,1,3,10
60373c07-e56b-4693-80fc-aea8edba4578,Os Cóbados de Larouco,¡Explora los Codos de Larouco! Un sinuoso legado romano que une historia y naturaleza en un paisaje impresionante.,1,-7.215,42.33358333333334,1000.0,10012.0,2633.0,1373.0,533.0,data_main/60373c07-e56b-4693-80fc-aea8edba4578/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\60373c07-e56b-4693-80fc-aea8edba4578\main.jpg,True,"['Ciencia', 'Historia', 'Patrimonio']","['Arqueología', 'Astorga', 'Braga', 'Calzada romana', 'Geografía', 'Historia', 'Ingeniería antigua', 'Patrimonio', 'Rutas históricas', 'Vía Nova']",23.3907378516715,1,3,10
84c8dcb6-9a89-42d3-beef-0e6753c082c9,Vulcano,¡Explora Vulcano! Isla mítica de leyendas griegas y paisajes volcánicos. Un viaje a la historia y la mitología.,1,14.970634000000018,38.39461319999999,1000.0,10023.0,638.0,2889.0,92.0,data_main/84c8dcb6-9a89-42d3-beef-0e6753c082c9/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\84c8dcb6-9a89-42d3-beef-0e6753c082c9\main.jpg,True,"['Ciencia', 'Cultura', 'Historia', 'Misterio']","['Mitología griega', 'Naturaleza', 'volcán']",16.319180488099082,0,4,3
7a4ff760-e857-4e5d-b102-c07c69e22da8,Monumento al Sagrado Corazón de Jesús,"Explora el Monumento al Sagrado Corazón, un rincón histórico de reflexión en la Casa de Campo de Madrid.",2,-3.766396,40.422842,600.0,10009.0,716.0,2766.0,83.0,data_main/7a4ff760-e857-4e5d-b102-c07c69e22da8/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\7a4ff760-e857-4e5d-b102-c07c69e22da8\main.jpg,True,"['Cultura', 'Historia', 'Patrimonio']","['Casa de campo', 'Estatua', 'Franquismo', 'Guerra civil española', 'Historia', 'Madrid', 'Memoria', 'Moncloa-aravaca', 'Monumento', 'Peregrinación', 'Reflexión', 'Religión']",16.389101267176258,0,3,12
218deeea-cf18-4c98-b071-348684150f2b,Estatua de Carlos V de España y I de Alemania,"Admira la estatua de Carlos V en el Retiro, un testimonio de poder e historia en el corazón de Madrid.",2,-3.68766715478062,40.41661542060194,700.0,10008.0,509.0,7819.0,356.0,data_main/218deeea-cf18-4c98-b071-348684150f2b/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\218deeea-cf18-4c98-b071-348684150f2b\main.jpg,True,"['Cultura', 'Escultura', 'Historia']","['Arte', 'Carlos v', 'Cultura', 'Escultura', 'Estatua', 'Herencia', 'Historia', 'Jerónimos', 'Madrid', 'Monarquía', 'Parque del retiro', 'Restauración', 'Retiro']",17.562663173261413,0,3,13
99e5404a-db26-4676-ae52-cab623309d50,Monumento al General Perón,"Visita el Monumento a Perón en Madrid, símbolo de amistad hispano-argentina y arte de Agustín de la Herrán.",2,-3.698960843275197,40.45322324093673,600.0,10012.0,1224.0,9237.0,234.0,data_main/99e5404a-db26-4676-ae52-cab623309d50/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\99e5404a-db26-4676-ae52-cab623309d50\main.jpg,True,"['Cultura', 'Escultura', 'Historia']","['Amistad', 'Argentina', 'Arte', 'Cooperación internacional', 'Cuatro caminos', 'Cultura', 'Escultura', 'Estatua', 'Historia', 'Jardines', 'Madrid', 'Monumento', 'Tetuan']",18.31239246518237,0,3,13
db93b233-5509-4cfb-ab51-5b9b7222c48c,Casa de la Panadería,Descubre la Casa de la Panadería en Plaza Mayor. Historia y arquitectura barroca en el corazón de Madrid. ¡Visítala!,2,-3.7074142997885313,40.415874656799566,700.0,10012.0,515.0,2686.0,163.0,data_main/db93b233-5509-4cfb-ab51-5b9b7222c48c/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\db93b233-5509-4cfb-ab51-5b9b7222c48c\main.jpg,True,"['Arquitectura', 'Cultura', 'Historia']","['Arquitectura barroca', 'Arte', 'Cultura', 'Decoración', 'Edificio histórico', 'Historia', 'Madrid', 'Plaza Mayor', 'Resiliencia', 'Restauración']",17.098675659922982,0,3,10
f5e9801f-a68a-4c40-bff7-70ac1c7999f3,Palacio de la Prensa,"¡Descubre el Palacio de la Prensa! Un ícono arquitectónico en Gran Vía, lleno de historia y versatilidad. ¡Visítalo hoy!",2,-3.705509837957632,40.41985083351601,700.0,10002.0,850.0,2647.0,174.0,data_main/f5e9801f-a68a-4c40-bff7-70ac1c7999f3/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\f5e9801f-a68a-4c40-bff7-70ac1c7999f3\main.jpg,True,"['Arquitectura', 'Cine', 'Historia']","['Arquitectura', 'Cine', 'Cultura', 'Gran Vía', 'Historia', 'Madrid', 'Multifuncionalidad', 'Patrimonio', 'Reformas', 'Torre']",18.24349636968317,0,3,10
505202b4-f00e-4530-86e9-32be4ca1f5c6,La cripta de San José,"¡Visita la cripta de San José! Descubre las enigmáticas ""Danzas de la Muerte"" antes de que desaparezcan.",1,-0.9786821000000144,37.6039271,1000.0,10020.0,7536.0,114.0,2230.0,data_main/505202b4-f00e-4530-86e9-32be4ca1f5c6/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\505202b4-f00e-4530-86e9-32be4ca1f5c6\main.jpg,True,"['Historia', 'Misterio', 'Patrimonio']","['Danzas de la muerte', 'Iglesias', 'Peste']",30.833746810703342,1,3,3
9fb185df-0fd3-4dd3-85ed-f4f636626020,Monumento al General Martín Miguel de Güemes,Homenajea al héroe argentino Güemes en Madrid. Un monumento de historia y arte que une culturas.,2,-3.6622537175650303,40.45469972899368,700.0,10008.0,190.0,3633.0,81.0,data_main/9fb185df-0fd3-4dd3-85ed-f4f636626020/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\9fb185df-0fd3-4dd3-85ed-f4f636626020\main.jpg,True,"['Cultura', 'Escultura', 'Historia']","['Argentina', 'Arte', 'Ciudad lineal', 'Colaboración', 'Colina', 'Cultura', 'España', 'Estatua', 'Historia', 'Héroe', 'Independencia', 'Monumento', 'Reflexión']",13.422706093470403,0,3,13
91b36479-991b-4112-9053-256ef9e81ec5,Monumento El Ser Alado,"¡Descubre ""El Ser Alado""! Un tributo artístico a Neruda en Madrid, donde poesía y arte se encuentran en armonía.",1,-3.652418582261822,40.38185544198019,800.0,10005.0,490.0,3276.0,70.0,data_main/91b36479-991b-4112-9053-256ef9e81ec5/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\91b36479-991b-4112-9053-256ef9e81ec5\main.jpg,True,"['Cultura', 'Escultura', 'Historia']","['Arquitectura', 'Arte', 'Creatividad', 'Cultura', 'Estatua', 'Homenaje', 'Literatura', 'Madrid', 'Monumento', 'Neruda', 'Poesía', 'Portazgo', 'Puente de vallecas']",15.126299408984895,0,3,13
96bf2b93-0895-4212-833b-5acb180d0d88,Estatua de San José con el Niño,"Contempla la estatua de San José en Vista Alegre, un símbolo de historia y serenidad en el corazón de Madrid.",2,-3.736682126224525,40.38520839919127,600.0,10011.0,958.0,2620.0,70.0,data_main/96bf2b93-0895-4212-833b-5acb180d0d88/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\96bf2b93-0895-4212-833b-5acb180d0d88\main.jpg,True,"['Arquitectura', 'Cultura', 'Historia']","['Arquitectura', 'Carabanchel', 'Cultura', 'Educación', 'Escultura', 'Espiritualidad', 'Estatua', 'Historia', 'Madrid', 'Paisajismo', 'Puerta bonita', 'Realeza', 'Transformación']",16.688715613664016,0,3,13
38129cc0-eff6-4847-b118-0b84afb09a07,Edificio del Banco Urquijo,"Descubre el Edificio Banco Urquijo, un ícono arquitectónico de Madrid. ¡Admira su diseño innovador y rica historia urbana!",2,-3.6975618907685255,40.41943002922452,600.0,10016.0,877.0,3294.0,112.0,data_main/38129cc0-eff6-4847-b118-0b84afb09a07/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\38129cc0-eff6-4847-b118-0b84afb09a07\main.jpg,True,"['Arquitectura', 'Historia', 'Patrimonio']","['Arquitectura', 'Balcones corridos', 'Banco', 'Historia', 'Influencias norteamericanas', 'Madrid', 'Pilastras almohadilladas', 'Reestructuración', 'Torreones', 'Vanos acristalados']",17.21291710991125,0,3,10
0b5369bf-9681-4133-a73b-f48045b497d8,El antiguo edificio de la Diputación de Granada,¡Explora el enigmático edificio de la Diputación de Granada! Misterios y fenómenos paranormales te esperan en este histórico lugar.,1,-3.600413300000014,37.1750293,1000.0,10010.0,2693.0,1461.0,636.0,data_main/0b5369bf-9681-4133-a73b-f48045b497d8/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\0b5369bf-9681-4133-a73b-f48045b497d8\main.jpg,True,"['Cultura', 'Historia', 'Misterio', 'Patrimonio']","['Fantasmas', 'Fenómenos extraños', 'Iglesia', 'Mezquita']",23.72640332663009,1,4,4
6838982f-6910-4d76-a938-9caeeffc2e6a,Ruinas de la Ermita de San Pelayo y San Isidoro,Explora las Ruinas de San Pelayo en el Retiro. Un viaje al pasado medieval en el corazón de Madrid.,2,-3.6803869236490776,40.4205323834076,700.0,10008.0,8337.0,77.0,2486.0,data_main/6838982f-6910-4d76-a938-9caeeffc2e6a/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\6838982f-6910-4d76-a938-9caeeffc2e6a\main.jpg,True,"['Cultura', 'Historia', 'Patrimonio']","['Arquitectura medieval', 'Controversia', 'Cultura', 'Edificación singular', 'Historia', 'Jerónimos', 'Madrid', 'Parque del retiro', 'Patrimonio', 'Preservación', 'Reflexión', 'Retiro', 'Ruinas']",31.640923369603456,1,3,13
8559da41-9a1a-4d13-81aa-7c00539aacc9,Monumento al Marqués Viudo de Pontejos,"Conoce al marqués de Pontejos, visionario del siglo XIX que modernizó Madrid. Su legado perdura en cada rincón de la ciudad.",2,-3.706068024190812,40.41788289362578,600.0,10015.0,927.0,2930.0,131.0,data_main/8559da41-9a1a-4d13-81aa-7c00539aacc9/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\8559da41-9a1a-4d13-81aa-7c00539aacc9\main.jpg,True,"['Cultura', 'Historia', 'Patrimonio']","['Alcalde', 'Caja de ahorros', 'Centro', 'Cultura', 'Estatua', 'Historia', 'Madrid', 'Monumento', 'Reformas urbanas', 'Servicio público', 'Siglo xix', 'Sol', 'Transformación urbana']",17.751553143369218,0,3,13
3db5437c-c600-40a7-8176-5e90fc6a03c6,Miradores del Parque Enrique Tierno Galván,¡Descubre los miradores del Parque Enrique Tierno Galván! Disfruta vistas panorámicas de Madrid en un oasis de tranquilidad.,2,-3.681720578008099,40.390326134927626,600.0,10006.0,2477.0,6898.0,158.0,data_main/3db5437c-c600-40a7-8176-5e90fc6a03c6/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\3db5437c-c600-40a7-8176-5e90fc6a03c6\main.jpg,True,"['Arquitectura', 'Cultura', 'Ocio']","['Arganzuela', 'Armonía', 'Arquitectura', 'Edificación singular', 'Experiencia visual', 'Legazpi', 'Madrid', 'Miradores', 'Naturaleza', 'Parque', 'Punto de encuentro', 'Tranquilidad', 'Vistas panorámicas']",19.231850808045145,1,3,13
2162e0ce-2494-4e31-bbd9-24c02cc2bd2c,Cementerio Stull,"Explora el enigmático Cementerio Stull, una de las Siete Puertas del Infierno. Misterios y leyendas te esperan.",1,-95.45384302190894,38.97155218746683,1000.0,10008.0,22908.0,322.0,5882.0,data_main/2162e0ce-2494-4e31-bbd9-24c02cc2bd2c/main.jpg,C:\Users\Alcazar\Documents\Deep-Learning\data_main\2162e0ce-2494-4e31-bbd9-24c02cc2bd2c\main.jpg,True,"['Cine', 'Cultura', 'Historia', 'Misterio']","['Cementerio', 'Cementerios']",33.96337214917771,1,4,2
